t_s,C2,C4
3.483200e-05,4.426600e-01,4.519342e-01
3.483600e-05,-1.663577e+00,-1.695344e+00
3.484000e-05,1.033201e+00,9.462811e-01
3.484400e-05,8.427316e-01,8.478421e-01
3.484800e-05,-1.699516e+00,-1.716525e+00
3.485200e-05,6.835657e-01,5.931177e-01
3.485600e-05,1.207262e+00,1.199691e+00
3.486000e-05,-1.606403e+00,-1.611813e+00
3.486400e-05,3.057123e-01,2.143541e-01
3.486800e-05,1.447196e+00,1.427811e+00
3.487200e-05,-1.458962e+00,-1.452967e+00
3.487600e-05,-1.099877e-01,-1.977059e-01
3.488000e-05,1.646933e+00,1.616225e+00
3.488400e-05,-1.191109e+00,-1.172450e+00
3.488800e-05,-5.954610e-01,-6.726710e-01
3.489200e-05,1.732267e+00,1.681550e+00
3.489600e-05,-8.006614e-01,-7.816227e-01
3.490000e-05,-1.005205e+00,-1.071472e+00
3.490400e-05,1.717699e+00,1.653950e+00
3.490800e-05,-3.670417e-01,-3.443631e-01
3.491200e-05,-1.316903e+00,-1.374025e+00
3.491600e-05,1.583641e+00,1.500368e+00
3.492000e-05,6.794683e-02,8.308339e-02
3.492400e-05,-1.521615e+00,-1.562422e+00
3.492800e-05,1.357461e+00,1.270388e+00
3.493200e-05,5.024886e-01,5.104807e-01
3.493600e-05,-1.665454e+00,-1.694053e+00
3.494000e-05,1.003142e+00,9.129352e-01
3.494400e-05,9.031971e-01,9.024893e-01
3.494800e-05,-1.680353e+00,-1.698188e+00
3.495200e-05,6.215408e-01,5.276625e-01
3.495600e-05,1.221995e+00,1.213949e+00
3.496000e-05,-1.611381e+00,-1.606783e+00
3.496400e-05,2.220396e-01,1.311570e-01
3.496800e-05,1.480007e+00,1.454464e+00
3.497200e-05,-1.425847e+00,-1.418025e+00
3.497600e-05,-1.804976e-01,-2.730479e-01
3.498000e-05,1.672062e+00,1.632801e+00
3.498400e-05,-1.159156e+00,-1.142923e+00
3.498800e-05,-6.214925e-01,-7.022461e-01
3.499200e-05,1.737529e+00,1.687685e+00
3.499600e-05,-8.034638e-01,-7.811853e-01
3.500000e-05,-9.730456e-01,-1.045007e+00
3.500400e-05,1.730232e+00,1.661535e+00
3.500800e-05,-4.003607e-01,-3.814894e-01
3.501200e-05,-1.303943e+00,-1.363722e+00
3.501600e-05,1.575297e+00,1.501900e+00
3.502000e-05,2.077144e-02,4.060408e-02
3.502400e-05,-1.522694e+00,-1.569299e+00
3.502800e-05,1.369477e+00,1.288404e+00
3.503200e-05,4.585505e-01,4.759332e-01
3.503600e-05,-1.670401e+00,-1.698038e+00
3.504000e-05,1.028244e+00,9.386087e-01
3.504400e-05,8.639278e-01,8.667112e-01
3.504800e-05,-1.681087e+00,-1.693509e+00
3.505200e-05,6.469451e-01,5.575809e-01
3.505600e-05,1.266971e+00,1.256881e+00
3.506000e-05,-1.567008e+00,-1.569381e+00
3.506400e-05,1.766706e-01,8.403713e-02
3.506800e-05,1.521031e+00,1.496171e+00
3.507200e-05,-1.387804e+00,-1.377391e+00
3.507600e-05,-2.804941e-01,-3.672292e-01
3.508000e-05,1.695257e+00,1.656200e+00
3.508400e-05,-1.076647e+00,-1.062323e+00
3.508800e-05,-6.670520e-01,-7.482008e-01
3.509200e-05,1.747858e+00,1.697092e+00
3.509600e-05,-7.411330e-01,-7.178017e-01
3.510000e-05,-1.069804e+00,-1.138346e+00
3.510400e-05,1.694067e+00,1.626953e+00
3.510800e-05,-2.987961e-01,-2.756605e-01
3.511200e-05,-1.358090e+00,-1.412994e+00
3.511600e-05,1.545126e+00,1.468151e+00
3.512000e-05,1.086770e-01,1.316548e-01
3.512400e-05,-1.587917e+00,-1.627788e+00
3.512800e-05,1.284342e+00,1.197542e+00
3.513200e-05,4.969654e-01,5.048509e-01
3.513600e-05,-1.667027e+00,-1.700482e+00
3.514000e-05,1.016491e+00,9.252388e-01
3.514400e-05,9.084704e-01,9.096538e-01
3.514800e-05,-1.688080e+00,-1.702765e+00
3.515200e-05,6.064178e-01,5.152788e-01
3.515600e-05,1.234674e+00,1.227712e+00
3.516000e-05,-1.587446e+00,-1.588812e+00
3.516400e-05,2.270014e-01,1.279144e-01
3.516800e-05,1.514713e+00,1.489561e+00
3.517200e-05,-1.409622e+00,-1.397283e+00
3.517600e-05,-2.028966e-01,-2.890933e-01
3.518000e-05,1.674226e+00,1.638103e+00
3.518400e-05,-1.136967e+00,-1.120263e+00
3.518800e-05,-5.994382e-01,-6.832905e-01
3.519200e-05,1.756113e+00,1.699623e+00
3.519600e-05,-7.928450e-01,-7.727866e-01
3.520000e-05,-1.020338e+00,-1.085535e+00
3.520400e-05,1.713409e+00,1.650378e+00
3.520800e-05,-3.411189e-01,-3.262983e-01
3.521200e-05,-1.317901e+00,-1.377567e+00
3.521600e-05,1.560814e+00,1.486533e+00
3.522000e-05,6.251819e-02,8.133422e-02
3.522400e-05,-1.558678e+00,-1.598521e+00
3.522800e-05,1.338380e+00,1.252159e+00
3.523200e-05,5.144870e-01,5.225111e-01
3.523600e-05,-1.658212e+00,-1.684818e+00
3.524000e-05,1.010105e+00,9.224297e-01
3.524400e-05,8.839162e-01,8.856443e-01
3.524800e-05,-1.695212e+00,-1.708109e+00
3.525200e-05,6.024180e-01,5.100869e-01
3.525600e-05,1.270388e+00,1.256362e+00
3.526000e-05,-1.574242e+00,-1.571048e+00
3.526400e-05,1.342009e-01,4.258712e-02
3.526800e-05,1.561143e+00,1.532142e+00
3.527200e-05,-1.349781e+00,-1.334751e+00
3.527600e-05,-3.251912e-01,-4.124770e-01
3.528000e-05,1.691795e+00,1.650347e+00
3.528400e-05,-1.088217e+00,-1.070859e+00
3.528800e-05,-6.796790e-01,-7.602535e-01
3.529200e-05,1.753014e+00,1.704676e+00
3.529600e-05,-7.713538e-01,-7.478382e-01
3.530000e-05,-9.663803e-01,-1.034899e+00
3.530400e-05,1.717937e+00,1.655369e+00
3.530800e-05,-4.325867e-01,-4.125918e-01
3.531200e-05,-1.288190e+00,-1.344374e+00
3.531600e-05,1.608150e+00,1.533320e+00
3.532000e-05,6.927495e-02,8.666431e-02
3.532400e-05,-1.539161e+00,-1.580446e+00
3.532800e-05,1.321454e+00,1.236366e+00
3.533200e-05,4.954419e-01,5.073791e-01
3.533600e-05,-1.677986e+00,-1.705649e+00
3.534000e-05,1.006898e+00,9.180001e-01
3.534400e-05,8.873593e-01,8.926122e-01
3.534800e-05,-1.700070e+00,-1.713771e+00
3.535200e-05,6.232392e-01,5.360199e-01
3.535600e-05,1.185601e+00,1.179709e+00
3.536000e-05,-1.617496e+00,-1.623002e+00
3.536400e-05,2.427853e-01,1.540386e-01
3.536800e-05,1.486512e+00,1.470187e+00
3.537200e-05,-1.415045e+00,-1.406661e+00
3.537600e-05,-2.201681e-01,-3.086474e-01
3.538000e-05,1.682771e+00,1.645214e+00
3.538400e-05,-1.092300e+00,-1.079189e+00
3.538800e-05,-6.750330e-01,-7.577285e-01
3.539200e-05,1.763467e+00,1.706990e+00
3.539600e-05,-6.900460e-01,-6.712541e-01
3.540000e-05,-1.086057e+00,-1.148212e+00
3.540400e-05,1.683405e+00,1.617355e+00
3.540800e-05,-2.817016e-01,-2.635090e-01
3.541200e-05,-1.379177e+00,-1.429592e+00
3.541600e-05,1.544218e+00,1.463141e+00
3.542000e-05,1.619243e-01,1.760738e-01
3.542400e-05,-1.558226e+00,-1.593991e+00
3.542800e-05,1.291849e+00,1.202633e+00
3.543200e-05,5.465017e-01,5.531855e-01
3.543600e-05,-1.672197e+00,-1.697660e+00
3.544000e-05,9.747181e-01,8.810616e-01
3.544400e-05,9.635089e-01,9.651307e-01
3.544800e-05,-1.681117e+00,-1.691334e+00
3.545200e-05,5.359163e-01,4.412588e-01
3.545600e-05,1.282780e+00,1.274052e+00
3.546000e-05,-1.575525e+00,-1.568410e+00
3.546400e-05,1.084436e-01,2.109314e-02
3.546800e-05,1.542654e+00,1.514557e+00
3.547200e-05,-1.358717e+00,-1.349689e+00
3.547600e-05,-2.967959e-01,-3.804980e-01
3.548000e-05,1.693366e+00,1.652702e+00
3.548400e-05,-1.094715e+00,-1.076015e+00
3.548800e-05,-6.553205e-01,-7.278689e-01
3.549200e-05,1.749029e+00,1.705362e+00
3.549600e-05,-8.027106e-01,-7.759541e-01
3.550000e-05,-9.604067e-01,-1.027881e+00
3.550400e-05,1.736660e+00,1.676983e+00
3.550800e-05,-4.669047e-01,-4.475026e-01
3.551200e-05,-1.247585e+00,-1.308995e+00
3.551600e-05,1.616586e+00,1.543906e+00
3.552000e-05,-7.655592e-02,-6.115179e-02
3.552400e-05,-1.487328e+00,-1.533337e+00
3.552800e-05,1.411386e+00,1.332408e+00
3.553200e-05,3.887465e-01,4.044807e-01
3.553600e-05,-1.651694e+00,-1.681881e+00
3.554000e-05,1.088213e+00,9.984044e-01
3.554400e-05,8.050415e-01,8.112271e-01
3.554800e-05,-1.693140e+00,-1.711354e+00
3.555200e-05,7.591862e-01,6.639950e-01
3.555600e-05,1.140915e+00,1.132557e+00
3.556000e-05,-1.638033e+00,-1.649417e+00
3.556400e-05,3.889018e-01,2.970557e-01
3.556800e-05,1.381680e+00,1.367140e+00
3.557200e-05,-1.519419e+00,-1.519379e+00
3.557600e-05,-7.207992e-02,-1.610218e-01
3.558000e-05,1.622263e+00,1.588824e+00
3.558400e-05,-1.199684e+00,-1.192298e+00
3.558800e-05,-5.675573e-01,-6.448655e-01
3.559200e-05,1.743215e+00,1.697862e+00
3.559600e-05,-7.926823e-01,-7.727406e-01
3.560000e-05,-1.023199e+00,-1.091074e+00
3.560400e-05,1.707218e+00,1.640747e+00
3.560800e-05,-3.620496e-01,-3.410103e-01
3.561200e-05,-1.297544e+00,-1.352299e+00
3.561600e-05,1.591454e+00,1.516017e+00
3.562000e-05,5.981724e-03,2.515847e-02
3.562400e-05,-1.518163e+00,-1.565169e+00
3.562800e-05,1.372365e+00,1.283129e+00
3.563200e-05,4.045252e-01,4.164571e-01
3.563600e-05,-1.661787e+00,-1.691986e+00
3.564000e-05,1.066685e+00,9.754533e-01
3.564400e-05,8.689361e-01,8.751536e-01
3.564800e-05,-1.684392e+00,-1.696711e+00
3.565200e-05,6.574481e-01,5.667773e-01
3.565600e-05,1.221633e+00,1.217362e+00
3.566000e-05,-1.607812e+00,-1.611200e+00
3.566400e-05,2.460799e-01,1.544872e-01
3.566800e-05,1.480958e+00,1.461449e+00
3.567200e-05,-1.431064e+00,-1.424668e+00
3.567600e-05,-1.693951e-01,-2.565898e-01
3.568000e-05,1.657910e+00,1.618520e+00
3.568400e-05,-1.168396e+00,-1.155350e+00
3.568800e-05,-5.994940e-01,-6.768962e-01
3.569200e-05,1.736122e+00,1.690004e+00
3.569600e-05,-8.123619e-01,-7.905955e-01
3.570000e-05,-9.672791e-01,-1.039846e+00
3.570400e-05,1.740126e+00,1.677116e+00
3.570800e-05,-3.857189e-01,-3.646453e-01
3.571200e-05,-1.312810e+00,-1.368447e+00
3.571600e-05,1.576821e+00,1.503617e+00
3.572000e-05,5.761391e-02,7.638904e-02
3.572400e-05,-1.523509e+00,-1.561987e+00
3.572800e-05,1.364199e+00,1.279196e+00
3.573200e-05,4.989243e-01,5.091896e-01
3.573600e-05,-1.674126e+00,-1.702591e+00
3.574000e-05,1.012265e+00,9.210317e-01
3.574400e-05,8.877969e-01,8.915206e-01
3.574800e-05,-1.682985e+00,-1.700099e+00
3.575200e-05,6.436827e-01,5.484106e-01
3.575600e-05,1.221841e+00,1.210588e+00
3.576000e-05,-1.610012e+00,-1.614940e+00
3.576400e-05,2.154368e-01,1.236333e-01
3.576800e-05,1.492657e+00,1.468762e+00
3.577200e-05,-1.412782e+00,-1.405791e+00
3.577600e-05,-2.326226e-01,-3.205316e-01
3.578000e-05,1.685923e+00,1.649718e+00
3.578400e-05,-1.093757e+00,-1.073292e+00
3.578800e-05,-6.656499e-01,-7.405872e-01
3.579200e-05,1.755837e+00,1.705198e+00
3.579600e-05,-7.230584e-01,-7.005811e-01
3.580000e-05,-1.057233e+00,-1.121314e+00
3.580400e-05,1.696275e+00,1.629244e+00
3.580800e-05,-3.431301e-01,-3.233757e-01
3.581200e-05,-1.322684e+00,-1.373597e+00
3.581600e-05,1.584953e+00,1.515249e+00
3.582000e-05,2.202709e-02,4.814483e-02
3.582400e-05,-1.532825e+00,-1.570844e+00
3.582800e-05,1.378879e+00,1.296794e+00
3.583200e-05,4.122084e-01,4.260397e-01
3.583600e-05,-1.672345e+00,-1.698069e+00
3.584000e-05,1.060700e+00,9.747933e-01
3.584400e-05,8.431155e-01,8.419824e-01
3.584800e-05,-1.683152e+00,-1.703053e+00
3.585200e-05,6.486064e-01,5.543677e-01
3.585600e-05,1.237122e+00,1.227060e+00
3.586000e-05,-1.598932e+00,-1.600271e+00
3.586400e-05,1.500518e-01,5.874737e-02
3.586800e-05,1.532112e+00,1.509580e+00
3.587200e-05,-1.357669e+00,-1.349685e+00
3.587600e-05,-2.715531e-01,-3.592536e-01
3.588000e-05,1.702057e+00,1.664144e+00
3.588400e-05,-1.081838e+00,-1.062742e+00
3.588800e-05,-6.898041e-01,-7.640820e-01
3.589200e-05,1.753148e+00,1.699761e+00
3.589600e-05,-7.254187e-01,-7.080010e-01
3.590000e-05,-1.032264e+00,-1.097464e+00
3.590400e-05,1.691197e+00,1.630546e+00
3.590800e-05,-3.845442e-01,-3.673143e-01
3.591200e-05,-1.314832e+00,-1.370804e+00
3.591600e-05,1.583048e+00,1.513595e+00
3.592000e-05,3.663829e-02,5.324387e-02
3.592400e-05,-1.535646e+00,-1.577364e+00
3.592800e-05,1.338896e+00,1.256824e+00
3.593200e-05,5.103859e-01,5.199843e-01
3.593600e-05,-1.669892e+00,-1.693035e+00
3.594000e-05,9.654555e-01,8.733611e-01
3.594400e-05,9.978729e-01,9.912623e-01
3.594800e-05,-1.681902e+00,-1.691731e+00
3.595200e-05,4.849674e-01,3.917142e-01
3.595600e-05,1.312374e+00,1.296193e+00
3.596000e-05,-1.554304e+00,-1.552196e+00
3.596400e-05,1.522115e-01,6.003369e-02
3.596800e-05,1.508934e+00,1.486895e+00
3.597200e-05,-1.415609e+00,-1.400279e+00
3.597600e-05,-1.792047e-01,-2.658493e-01
3.598000e-05,1.666781e+00,1.634397e+00
3.598400e-05,-1.163814e+00,-1.148922e+00
3.598800e-05,-5.770047e-01,-6.625150e-01
3.599200e-05,1.761809e+00,1.714419e+00
3.599600e-05,-7.804413e-01,-7.596500e-01
3.600000e-05,-1.001140e+00,-1.068502e+00
3.600400e-05,1.718740e+00,1.657245e+00
3.600800e-05,-3.522467e-01,-3.326608e-01
3.601200e-05,-1.336801e+00,-1.392552e+00
3.601600e-05,1.568227e+00,1.490112e+00
3.602000e-05,8.001498e-02,9.910549e-02
3.602400e-05,-1.557509e+00,-1.594101e+00
3.602800e-05,1.307101e+00,1.225334e+00
3.603200e-05,5.071359e-01,5.195578e-01
3.603600e-05,-1.700767e+00,-1.728276e+00
3.604000e-05,9.354181e-01,8.450898e-01
3.604400e-05,9.699820e-01,9.684567e-01
3.604800e-05,-1.675173e+00,-1.688775e+00
3.605200e-05,5.260743e-01,4.355867e-01
3.605600e-05,1.314346e+00,1.301696e+00
3.606000e-05,-1.557632e+00,-1.556851e+00
3.606400e-05,1.418007e-01,5.530250e-02
3.606800e-05,1.527441e+00,1.502319e+00
3.607200e-05,-1.379545e+00,-1.376669e+00
3.607600e-05,-2.368219e-01,-3.305574e-01
3.608000e-05,1.681755e+00,1.641776e+00
3.608400e-05,-1.110247e+00,-1.092937e+00
3.608800e-05,-6.736997e-01,-7.523703e-01
3.609200e-05,1.733717e+00,1.684577e+00
3.609600e-05,-7.483344e-01,-7.275436e-01
3.610000e-05,-1.051979e+00,-1.117472e+00
3.610400e-05,1.696473e+00,1.637792e+00
3.610800e-05,-3.514792e-01,-3.281925e-01
3.611200e-05,-1.321841e+00,-1.374691e+00
3.611600e-05,1.574665e+00,1.501794e+00
3.612000e-05,4.323036e-02,6.318778e-02
3.612400e-05,-1.527697e+00,-1.568150e+00
3.612800e-05,1.359772e+00,1.277343e+00
3.613200e-05,4.816561e-01,4.950072e-01
3.613600e-05,-1.653884e+00,-1.683090e+00
3.614000e-05,1.022910e+00,9.312327e-01
3.614400e-05,9.043952e-01,9.042121e-01
3.614800e-05,-1.686079e+00,-1.701488e+00
3.615200e-05,6.017523e-01,5.070531e-01
3.615600e-05,1.261583e+00,1.251208e+00
3.616000e-05,-1.592932e+00,-1.585593e+00
3.616400e-05,1.837944e-01,9.517204e-02
3.616800e-05,1.505984e+00,1.480424e+00
3.617200e-05,-1.414376e+00,-1.403207e+00
3.617600e-05,-1.902104e-01,-2.773854e-01
3.618000e-05,1.661292e+00,1.625202e+00
3.618400e-05,-1.180544e+00,-1.165950e+00
3.618800e-05,-5.594609e-01,-6.435033e-01
3.619200e-05,1.747207e+00,1.698206e+00
3.619600e-05,-8.655583e-01,-8.438458e-01
3.620000e-05,-9.379667e-01,-1.005202e+00
3.620400e-05,1.718323e+00,1.656768e+00
3.620800e-05,-4.704842e-01,-4.527384e-01
3.621200e-05,-1.270049e+00,-1.327832e+00
3.621600e-05,1.616622e+00,1.539420e+00
3.622000e-05,4.794871e-02,6.261654e-02
3.622400e-05,-1.537647e+00,-1.577936e+00
3.622800e-05,1.320074e+00,1.235448e+00
3.623200e-05,5.431070e-01,5.535469e-01
3.623600e-05,-1.660985e+00,-1.688027e+00
3.624000e-05,9.601550e-01,8.674165e-01
3.624400e-05,9.940604e-01,9.997520e-01
3.624800e-05,-1.666633e+00,-1.674100e+00
3.625200e-05,5.146958e-01,4.197198e-01
3.625600e-05,1.290779e+00,1.278202e+00
3.626000e-05,-1.579998e+00,-1.577825e+00
3.626400e-05,1.052183e-01,1.434087e-02
3.626800e-05,1.542570e+00,1.514220e+00
3.627200e-05,-1.372579e+00,-1.361847e+00
3.627600e-05,-3.014780e-01,-3.864617e-01
3.628000e-05,1.692353e+00,1.650467e+00
3.628400e-05,-1.084672e+00,-1.069511e+00
3.628800e-05,-6.850795e-01,-7.662344e-01
3.629200e-05,1.741878e+00,1.690402e+00
3.629600e-05,-7.506272e-01,-7.276688e-01
3.630000e-05,-1.024125e+00,-1.093536e+00
3.630400e-05,1.716867e+00,1.655847e+00
3.630800e-05,-3.614617e-01,-3.386703e-01
3.631200e-05,-1.306763e+00,-1.364457e+00
3.631600e-05,1.578076e+00,1.501984e+00
3.632000e-05,3.620538e-02,4.807178e-02
3.632400e-05,-1.541424e+00,-1.586686e+00
3.632800e-05,1.350443e+00,1.266163e+00
3.633200e-05,4.868607e-01,4.959965e-01
3.633600e-05,-1.646286e+00,-1.674353e+00
3.634000e-05,1.045372e+00,9.545464e-01
3.634400e-05,8.668754e-01,8.708973e-01
3.634800e-05,-1.693451e+00,-1.705209e+00
3.635200e-05,6.517682e-01,5.576748e-01
3.635600e-05,1.217416e+00,1.209547e+00
3.636000e-05,-1.603065e+00,-1.604284e+00
3.636400e-05,1.964440e-01,1.018995e-01
3.636800e-05,1.526933e+00,1.503434e+00
3.637200e-05,-1.374023e+00,-1.365787e+00
3.637600e-05,-3.126799e-01,-4.000019e-01
3.638000e-05,1.700254e+00,1.661129e+00
3.638400e-05,-1.044876e+00,-1.029282e+00
3.638800e-05,-7.379273e-01,-8.143420e-01
3.639200e-05,1.751141e+00,1.698840e+00
3.639600e-05,-6.904012e-01,-6.695267e-01
3.640000e-05,-1.060828e+00,-1.127000e+00
3.640400e-05,1.692268e+00,1.626793e+00
3.640800e-05,-3.637464e-01,-3.438396e-01
3.641200e-05,-1.344173e+00,-1.399805e+00
3.641600e-05,1.558857e+00,1.484830e+00
3.642000e-05,3.189290e-02,4.992182e-02
3.642400e-05,-1.538394e+00,-1.583103e+00
3.642800e-05,1.349792e+00,1.265616e+00
3.643200e-05,4.609872e-01,4.733840e-01
3.643600e-05,-1.664006e+00,-1.692914e+00
3.644000e-05,1.043180e+00,9.524018e-01
3.644400e-05,8.849404e-01,8.854917e-01
3.644800e-05,-1.681912e+00,-1.699276e+00
3.645200e-05,6.688816e-01,5.738052e-01
3.645600e-05,1.218104e+00,1.210990e+00
3.646000e-05,-1.608223e+00,-1.611408e+00
3.646400e-05,2.697320e-01,1.752123e-01
3.646800e-05,1.452681e+00,1.432057e+00
3.647200e-05,-1.444540e+00,-1.441899e+00
3.647600e-05,-1.231108e-01,-2.100887e-01
3.648000e-05,1.675031e+00,1.642350e+00
3.648400e-05,-1.155375e+00,-1.146009e+00
3.648800e-05,-5.863507e-01,-6.653529e-01
3.649200e-05,1.744946e+00,1.696523e+00
3.649600e-05,-7.981010e-01,-7.772633e-01
3.650000e-05,-1.013243e+00,-1.081790e+00
3.650400e-05,1.715454e+00,1.644890e+00
3.650800e-05,-3.515531e-01,-3.330522e-01
3.651200e-05,-1.349134e+00,-1.404952e+00
3.651600e-05,1.541753e+00,1.463969e+00
3.652000e-05,1.072257e-01,1.246276e-01
3.652400e-05,-1.571671e+00,-1.613781e+00
3.652800e-05,1.281771e+00,1.193194e+00
3.653200e-05,5.755285e-01,5.832444e-01
3.653600e-05,-1.682236e+00,-1.707820e+00
3.654000e-05,9.325419e-01,8.398687e-01
3.654400e-05,9.637082e-01,9.617800e-01
3.654800e-05,-1.676613e+00,-1.689649e+00
3.655200e-05,5.798989e-01,4.906634e-01
3.655600e-05,1.247778e+00,1.240890e+00
3.656000e-05,-1.592145e+00,-1.593482e+00
3.656400e-05,2.266769e-01,1.403348e-01
3.656800e-05,1.478372e+00,1.455112e+00
3.657200e-05,-1.433592e+00,-1.426613e+00
3.657600e-05,-1.896980e-01,-2.725863e-01
3.658000e-05,1.700470e+00,1.660510e+00
3.658400e-05,-1.111526e+00,-1.099216e+00
3.658800e-05,-6.280109e-01,-7.081356e-01
3.659200e-05,1.732631e+00,1.681974e+00
3.659600e-05,-8.013275e-01,-7.850538e-01
3.660000e-05,-9.753152e-01,-1.048978e+00
3.660400e-05,1.730943e+00,1.667816e+00
3.660800e-05,-4.288531e-01,-4.097906e-01
3.661200e-05,-1.285958e+00,-1.344735e+00
3.661600e-05,1.598705e+00,1.521852e+00
3.662000e-05,-5.569245e-03,8.229355e-03
3.662400e-05,-1.514628e+00,-1.559307e+00
3.662800e-05,1.369390e+00,1.287644e+00
3.663200e-05,4.629810e-01,4.747596e-01
3.663600e-05,-1.675535e+00,-1.706150e+00
3.664000e-05,1.013045e+00,9.238082e-01
3.664400e-05,9.200581e-01,9.244683e-01
3.664800e-05,-1.676715e+00,-1.690428e+00
3.665200e-05,6.142871e-01,5.214033e-01
3.665600e-05,1.214451e+00,1.201807e+00
3.666000e-05,-1.606565e+00,-1.616537e+00
3.666400e-05,2.561317e-01,1.612485e-01
3.666800e-05,1.491066e+00,1.473365e+00
3.667200e-05,-1.431944e+00,-1.422411e+00
3.667600e-05,-1.656817e-01,-2.524737e-01
3.668000e-05,1.636860e+00,1.603771e+00
3.668400e-05,-1.181527e+00,-1.168685e+00
3.668800e-05,-5.580792e-01,-6.361059e-01
3.669200e-05,1.747637e+00,1.704387e+00
3.669600e-05,-8.386739e-01,-8.205540e-01
3.670000e-05,-9.883303e-01,-1.057984e+00
3.670400e-05,1.708785e+00,1.645759e+00
3.670800e-05,-4.165117e-01,-3.973763e-01
3.671200e-05,-1.277522e+00,-1.330594e+00
3.671600e-05,1.610135e+00,1.536070e+00
3.672000e-05,1.010362e-02,2.510611e-02
3.672400e-05,-1.531756e+00,-1.578025e+00
3.672800e-05,1.369210e+00,1.281153e+00
3.673200e-05,4.612582e-01,4.714292e-01
3.673600e-05,-1.649188e+00,-1.675949e+00
3.674000e-05,1.049035e+00,9.529593e-01
3.674400e-05,8.564484e-01,8.501368e-01
3.674800e-05,-1.702267e+00,-1.714588e+00
3.675200e-05,6.660258e-01,5.730410e-01
3.675600e-05,1.213439e+00,1.202300e+00
3.676000e-05,-1.602047e+00,-1.605084e+00
3.676400e-05,2.864508e-01,1.924033e-01
3.676800e-05,1.453131e+00,1.433624e+00
3.677200e-05,-1.460754e+00,-1.453718e+00
3.677600e-05,-1.298242e-01,-2.180471e-01
3.678000e-05,1.666933e+00,1.634657e+00
3.678400e-05,-1.163788e+00,-1.153339e+00
3.678800e-05,-5.563184e-01,-6.424832e-01
3.679200e-05,1.718338e+00,1.671418e+00
3.679600e-05,-8.653912e-01,-8.467802e-01
3.680000e-05,-9.740178e-01,-1.046272e+00
3.680400e-05,1.734955e+00,1.673847e+00
3.680800e-05,-3.856193e-01,-3.632423e-01
3.681200e-05,-1.296034e+00,-1.352665e+00
3.681600e-05,1.567452e+00,1.490942e+00
3.682000e-05,6.720638e-02,8.754887e-02
3.682400e-05,-1.576922e+00,-1.616824e+00
3.682800e-05,1.289642e+00,1.201538e+00
3.683200e-05,6.026809e-01,6.095107e-01
3.683600e-05,-1.672169e+00,-1.698932e+00
3.684000e-05,9.165201e-01,8.263778e-01
3.684400e-05,9.649237e-01,9.646922e-01
3.684800e-05,-1.681404e+00,-1.694841e+00
3.685200e-05,5.692793e-01,4.735539e-01
3.685600e-05,1.263690e+00,1.250785e+00
3.686000e-05,-1.587363e+00,-1.589857e+00
3.686400e-05,1.931528e-01,1.012287e-01
3.686800e-05,1.516800e+00,1.495960e+00
3.687200e-05,-1.390053e+00,-1.382625e+00
3.687600e-05,-2.517776e-01,-3.399430e-01
3.688000e-05,1.671263e+00,1.639069e+00
3.688400e-05,-1.109556e+00,-1.093349e+00
3.688800e-05,-6.787479e-01,-7.599574e-01
3.689200e-05,1.754148e+00,1.708911e+00
3.689600e-05,-7.369202e-01,-7.158972e-01
3.690000e-05,-1.010084e+00,-1.080658e+00
3.690400e-05,1.704812e+00,1.643498e+00
3.690800e-05,-4.053587e-01,-3.809356e-01
3.691200e-05,-1.297288e+00,-1.351461e+00
3.691600e-05,1.603723e+00,1.526490e+00
3.692000e-05,4.326590e-02,5.901902e-02
3.692400e-05,-1.530883e+00,-1.574700e+00
3.692800e-05,1.333153e+00,1.251521e+00
3.693200e-05,4.907078e-01,5.007590e-01
3.693600e-05,-1.674908e+00,-1.705159e+00
3.694000e-05,9.782662e-01,8.886740e-01
3.694400e-05,9.295251e-01,9.296318e-01
3.694800e-05,-1.683527e+00,-1.692153e+00
3.695200e-05,5.634472e-01,4.710206e-01
3.695600e-05,1.313055e+00,1.299504e+00
3.696000e-05,-1.561880e+00,-1.561130e+00
3.696400e-05,7.936878e-02,-1.555341e-02
3.696800e-05,1.551273e+00,1.525433e+00
3.697200e-05,-1.331634e+00,-1.319264e+00
3.697600e-05,-3.491157e-01,-4.365116e-01
3.698000e-05,1.727069e+00,1.684557e+00
3.698400e-05,-1.014981e+00,-9.961320e-01
3.698800e-05,-7.610761e-01,-8.352800e-01
3.699200e-05,1.741564e+00,1.686528e+00
3.699600e-05,-6.751134e-01,-6.577292e-01
3.700000e-05,-1.059509e+00,-1.126822e+00
3.700400e-05,1.706446e+00,1.643257e+00
3.700800e-05,-3.073980e-01,-2.851263e-01
3.701200e-05,-1.350820e+00,-1.404170e+00
3.701600e-05,1.544350e+00,1.469639e+00
3.702000e-05,9.717489e-02,1.161871e-01
3.702400e-05,-1.553813e+00,-1.596743e+00
3.702800e-05,1.310808e+00,1.223554e+00
3.703200e-05,5.245891e-01,5.369202e-01
3.703600e-05,-1.672173e+00,-1.702746e+00
3.704000e-05,9.761747e-01,8.810331e-01
3.704400e-05,9.372875e-01,9.377059e-01
3.704800e-05,-1.695981e+00,-1.707082e+00
3.705200e-05,5.412649e-01,4.501102e-01
3.705600e-05,1.299298e+00,1.289099e+00
3.706000e-05,-1.562664e+00,-1.559976e+00
3.706400e-05,1.095136e-01,1.645630e-02
3.706800e-05,1.554588e+00,1.530390e+00
